location_id,country,state_union_territory,district,city_category
648,India,Himachal Pradesh,Una,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
649,India,Jharkhand,Bokaro,"Tier 1 City (Mumbai, Delhi, and similar cities)"
650,India,Jharkhand,Bokaro,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
651,India,Jharkhand,Bokaro,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
652,India,Jharkhand,Chatra,"Tier 1 City (Mumbai, Delhi, and similar cities)"
653,India,Jharkhand,Chatra,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
654,India,Jharkhand,Chatra,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
655,India,Jharkhand,Deoghar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
656,India,Jharkhand,Deoghar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
657,India,Jharkhand,Deoghar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
658,India,Jharkhand,Dhanbad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
659,India,Jharkhand,Dhanbad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
660,India,Jharkhand,Dhanbad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
661,India,Jharkhand,Dumka,"Tier 1 City (Mumbai, Delhi, and similar cities)"
662,India,Jharkhand,Dumka,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
663,India,Jharkhand,Dumka,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
664,India,Jharkhand,East Singhbhum,"Tier 1 City (Mumbai, Delhi, and similar cities)"
665,India,Jharkhand,East Singhbhum,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
666,India,Jharkhand,East Singhbhum,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
667,India,Jharkhand,Garhwa,"Tier 1 City (Mumbai, Delhi, and similar cities)"
668,India,Jharkhand,Garhwa,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
669,India,Jharkhand,Garhwa,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
670,India,Jharkhand,Giridih,"Tier 1 City (Mumbai, Delhi, and similar cities)"
671,India,Jharkhand,Giridih,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
672,India,Jharkhand,Giridih,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
673,India,Jharkhand,Godda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
674,India,Jharkhand,Godda,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
675,India,Jharkhand,Godda,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
676,India,Jharkhand,Gumla,"Tier 1 City (Mumbai, Delhi, and similar cities)"
677,India,Jharkhand,Gumla,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
678,India,Jharkhand,Gumla,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
679,India,Jharkhand,Hazaribagh,"Tier 1 City (Mumbai, Delhi, and similar cities)"
680,India,Jharkhand,Hazaribagh,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
681,India,Jharkhand,Hazaribagh,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
682,India,Jharkhand,Jamtara,"Tier 1 City (Mumbai, Delhi, and similar cities)"
683,India,Jharkhand,Jamtara,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
684,India,Jharkhand,Jamtara,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
685,India,Jharkhand,Khunti,"Tier 1 City (Mumbai, Delhi, and similar cities)"
686,India,Jharkhand,Khunti,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
687,India,Jharkhand,Khunti,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
688,India,Jharkhand,Koderma,"Tier 1 City (Mumbai, Delhi, and similar cities)"
689,India,Jharkhand,Koderma,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
690,India,Jharkhand,Koderma,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
691,India,Jharkhand,Latehar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
692,India,Jharkhand,Latehar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
693,India,Jharkhand,Latehar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
694,India,Jharkhand,Lohardaga,"Tier 1 City (Mumbai, Delhi, and similar cities)"
695,India,Jharkhand,Lohardaga,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
696,India,Jharkhand,Lohardaga,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
697,India,Jharkhand,Pakur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
698,India,Jharkhand,Pakur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
699,India,Jharkhand,Pakur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
700,India,Jharkhand,Palamu,"Tier 1 City (Mumbai, Delhi, and similar cities)"
701,India,Jharkhand,Palamu,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
702,India,Jharkhand,Palamu,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
703,India,Jharkhand,Ramgarh,"Tier 1 City (Mumbai, Delhi, and similar cities)"
704,India,Jharkhand,Ramgarh,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
705,India,Jharkhand,Ramgarh,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
706,India,Jharkhand,Ranchi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
707,India,Jharkhand,Ranchi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
708,India,Jharkhand,Ranchi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
709,India,Jharkhand,Sahebganj,"Tier 1 City (Mumbai, Delhi, and similar cities)"
710,India,Jharkhand,Sahebganj,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
711,India,Jharkhand,Sahebganj,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
712,India,Jharkhand,Seraikela Kharsawan,"Tier 1 City (Mumbai, Delhi, and similar cities)"
713,India,Jharkhand,Seraikela Kharsawan,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
714,India,Jharkhand,Seraikela Kharsawan,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
715,India,Jharkhand,Simdega,"Tier 1 City (Mumbai, Delhi, and similar cities)"
716,India,Jharkhand,Simdega,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
717,India,Jharkhand,Simdega,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
718,India,Jharkhand,West Singhbhum,"Tier 1 City (Mumbai, Delhi, and similar cities)"
719,India,Jharkhand,West Singhbhum,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
720,India,Jharkhand,West Singhbhum,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
721,India,Kerala,Alappuzha,"Tier 1 City (Mumbai, Delhi, and similar cities)"
722,India,Kerala,Alappuzha,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
723,India,Kerala,Alappuzha,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
724,India,Kerala,Ernakulam,"Tier 1 City (Mumbai, Delhi, and similar cities)"
725,India,Kerala,Ernakulam,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
726,India,Kerala,Ernakulam,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
727,India,Kerala,Idukki,"Tier 1 City (Mumbai, Delhi, and similar cities)"
728,India,Kerala,Idukki,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
729,India,Kerala,Idukki,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
730,India,Kerala,Kannur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
731,India,Kerala,Kannur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
732,India,Kerala,Kannur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
733,India,Kerala,Kasaragod,"Tier 1 City (Mumbai, Delhi, and similar cities)"
734,India,Kerala,Kasaragod,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
735,India,Kerala,Kasaragod,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
736,India,Kerala,Kollam,"Tier 1 City (Mumbai, Delhi, and similar cities)"
737,India,Kerala,Kollam,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
738,India,Kerala,Kollam,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
739,India,Kerala,Kottayam,"Tier 1 City (Mumbai, Delhi, and similar cities)"
740,India,Kerala,Kottayam,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
741,India,Kerala,Kottayam,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
742,India,Kerala,Kozhikode,"Tier 1 City (Mumbai, Delhi, and similar cities)"
743,India,Kerala,Kozhikode,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
744,India,Kerala,Kozhikode,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
745,India,Kerala,Malappuram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
746,India,Kerala,Malappuram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
747,India,Kerala,Malappuram,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
748,India,Kerala,Palakkad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
749,India,Kerala,Palakkad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
750,India,Kerala,Palakkad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
751,India,Kerala,Pathanamthitta,"Tier 1 City (Mumbai, Delhi, and similar cities)"
752,India,Kerala,Pathanamthitta,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
753,India,Kerala,Pathanamthitta,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
754,India,Kerala,Thiruvananthapuram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
755,India,Kerala,Thiruvananthapuram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
756,India,Kerala,Thiruvananthapuram,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
757,India,Kerala,Thrissur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
758,India,Kerala,Thrissur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
759,India,Kerala,Thrissur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
760,India,Kerala,Wayanad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
761,India,Kerala,Wayanad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
762,India,Kerala,Wayanad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
763,India,Lakshadweep,Lakshadweep District ,"Tier 1 City (Mumbai, Delhi, and similar cities)"
764,India,Lakshadweep,Lakshadweep District ,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
765,India,Lakshadweep,Lakshadweep District ,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
766,India,Maharashtra,Ahilyanagar / Ahmednagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
767,India,Maharashtra,Ahilyanagar / Ahmednagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
768,India,Maharashtra,Ahilyanagar / Ahmednagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
769,India,Maharashtra,Akola,"Tier 1 City (Mumbai, Delhi, and similar cities)"
770,India,Maharashtra,Akola,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
771,India,Maharashtra,Akola,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
772,India,Maharashtra,Amravati,"Tier 1 City (Mumbai, Delhi, and similar cities)"
773,India,Maharashtra,Amravati,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
774,India,Maharashtra,Amravati,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
775,India,Maharashtra,Beed,"Tier 1 City (Mumbai, Delhi, and similar cities)"
776,India,Maharashtra,Beed,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
777,India,Maharashtra,Beed,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
778,India,Maharashtra,Bhandara,"Tier 1 City (Mumbai, Delhi, and similar cities)"
779,India,Maharashtra,Bhandara,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
780,India,Maharashtra,Bhandara,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
781,India,Maharashtra,Buldhana,"Tier 1 City (Mumbai, Delhi, and similar cities)"
782,India,Maharashtra,Buldhana,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
783,India,Maharashtra,Buldhana,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
784,India,Maharashtra,Chandrapur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
785,India,Maharashtra,Chandrapur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
786,India,Maharashtra,Chandrapur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
787,India,Maharashtra,Chhatrapati Sambhajinagar / Aurangabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
788,India,Maharashtra,Chhatrapati Sambhajinagar / Aurangabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
789,India,Maharashtra,Chhatrapati Sambhajinagar / Aurangabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
790,India,Maharashtra,Dharashiv / Osmanabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
791,India,Maharashtra,Dharashiv / Osmanabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
792,India,Maharashtra,Dharashiv / Osmanabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
793,India,Maharashtra,Dhule,"Tier 1 City (Mumbai, Delhi, and similar cities)"
794,India,Maharashtra,Dhule,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
795,India,Maharashtra,Dhule,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
796,India,Maharashtra,Gadchiroli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
797,India,Maharashtra,Gadchiroli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
798,India,Maharashtra,Gadchiroli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
799,India,Maharashtra,Gondia,"Tier 1 City (Mumbai, Delhi, and similar cities)"
800,India,Maharashtra,Gondia,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
801,India,Maharashtra,Gondia,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
802,India,Maharashtra,Hingoli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
803,India,Maharashtra,Hingoli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
804,India,Maharashtra,Hingoli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
805,India,Maharashtra,Jalgaon,"Tier 1 City (Mumbai, Delhi, and similar cities)"
806,India,Maharashtra,Jalgaon,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
807,India,Maharashtra,Jalgaon,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
808,India,Maharashtra,Jalna,"Tier 1 City (Mumbai, Delhi, and similar cities)"
809,India,Maharashtra,Jalna,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
810,India,Maharashtra,Jalna,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
811,India,Maharashtra,Kolhapur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
812,India,Maharashtra,Kolhapur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
813,India,Maharashtra,Kolhapur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
814,India,Maharashtra,Latur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
815,India,Maharashtra,Latur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
816,India,Maharashtra,Latur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
817,India,Maharashtra,Mumbai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
818,India,Maharashtra,Mumbai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
819,India,Maharashtra,Mumbai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
820,India,Maharashtra,Mumbai Suburban,"Tier 1 City (Mumbai, Delhi, and similar cities)"
821,India,Maharashtra,Mumbai Suburban,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
822,India,Maharashtra,Mumbai Suburban,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
823,India,Maharashtra,Nagpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
824,India,Maharashtra,Nagpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
825,India,Maharashtra,Nagpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
826,India,Maharashtra,Nanded,"Tier 1 City (Mumbai, Delhi, and similar cities)"
827,India,Maharashtra,Nanded,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
828,India,Maharashtra,Nanded,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
829,India,Maharashtra,Nandurbar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
830,India,Maharashtra,Nandurbar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
831,India,Maharashtra,Nandurbar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
832,India,Maharashtra,Nashik,"Tier 1 City (Mumbai, Delhi, and similar cities)"
833,India,Maharashtra,Nashik,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
834,India,Maharashtra,Nashik,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
835,India,Maharashtra,Palghar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
836,India,Maharashtra,Palghar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
837,India,Maharashtra,Palghar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
838,India,Maharashtra,Parbhani,"Tier 1 City (Mumbai, Delhi, and similar cities)"
839,India,Maharashtra,Parbhani,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
840,India,Maharashtra,Parbhani,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
841,India,Maharashtra,Pune,"Tier 1 City (Mumbai, Delhi, and similar cities)"
842,India,Maharashtra,Pune,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
843,India,Maharashtra,Pune,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
844,India,Maharashtra,Raigad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
845,India,Maharashtra,Raigad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
846,India,Maharashtra,Raigad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
847,India,Maharashtra,Ratnagiri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
848,India,Maharashtra,Ratnagiri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
849,India,Maharashtra,Ratnagiri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
850,India,Maharashtra,Sangli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
851,India,Maharashtra,Sangli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
852,India,Maharashtra,Sangli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
853,India,Maharashtra,Satara,"Tier 1 City (Mumbai, Delhi, and similar cities)"
854,India,Maharashtra,Satara,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
855,India,Maharashtra,Satara,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
856,India,Maharashtra,Sindhudurg,"Tier 1 City (Mumbai, Delhi, and similar cities)"
857,India,Maharashtra,Sindhudurg,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
858,India,Maharashtra,Sindhudurg,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
859,India,Maharashtra,Solapur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
860,India,Maharashtra,Solapur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
861,India,Maharashtra,Solapur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
862,India,Maharashtra,Thane,"Tier 1 City (Mumbai, Delhi, and similar cities)"
863,India,Maharashtra,Thane,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
864,India,Maharashtra,Thane,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
865,India,Maharashtra,Wardha,"Tier 1 City (Mumbai, Delhi, and similar cities)"
866,India,Maharashtra,Wardha,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
867,India,Maharashtra,Wardha,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
